languageNullable,kernelTypeNullable,isPrivateNullable,enableGpuNullable,enableInternetNullable,id,ref,title,author,slug,lastRunTime,language,hasLanguage,kernelType,hasKernelType,isPrivate,hasIsPrivate,enableGpu,hasEnableGpu,enableInternet,hasEnableInternet,categoryIds,datasetDataSources,kernelDataSources,competitionDataSources,totalVotes,competitionId
,,,,,0,isaienkov/mechanisms-of-action-moa-prediction-eda,Mechanisms of Action (MoA) Prediction. EDA,Kostiantyn Isaienkov,,2020-11-30T22:04:52.943Z,,False,,False,False,False,False,False,False,False,[],[],[],[],546,lish-moa
,,,,,0,namanj27/new-baseline-pytorch-moa,[New Baseline] Pytorch | MoA,Naman Jaswani,,2020-09-18T04:03:23.437Z,,False,,False,False,False,False,False,False,False,[],[],[],[],424,lish-moa
,,,,,0,yasufuminakama/moa-pytorch-nn-starter,MoA / PyTorch NN starter,Y.Nakama,,2020-09-08T13:58:35.57Z,,False,,False,False,False,False,False,False,False,[],[],[],[],363,lish-moa
,,,,,0,amiiiney/drugs-moa-classification-eda,Drugs MoA classification: EDA,Amin,,2021-05-04T18:37:09.973Z,,False,,False,False,False,False,False,False,False,[],[],[],[],249,lish-moa
,,,,,0,fchmiel/xgboost-baseline-multilabel-classification,XGBoost baseline - multilabel classification,FChmiel,,2020-09-10T09:05:25.467Z,,False,,False,False,False,False,False,False,False,[],[],[],[],247,lish-moa
,,,,,0,vbmokin/moa-pytorch-rankgauss-pca-nn-upgrade-3d-visual,MoA: Pytorch-RankGauss-PCA-NN upgrade & 3D visual,Vitalii Mokin,,2020-11-21T04:50:23.713Z,,False,,False,False,False,False,False,False,False,[],[],[],[],246,lish-moa
,,,,,0,tanulsingh077/tackling-any-kaggle-competition-the-noob-s-way,Tackling any Kaggle Competition : The Noob's Way,Mr_KnowNothing,,2020-10-29T04:22:42Z,,False,,False,False,False,False,False,False,False,[],[],[],[],230,lish-moa
,,,,,0,simakov/keras-multilabel-neural-network-v1-2,keras Multilabel Neural Network v1.2,DmitryS,,2020-10-15T11:31:14.51Z,,False,,False,False,False,False,False,False,False,[],[],[],[],205,lish-moa
,,,,,0,kushal1506/moa-pytorch-feature-engineering-0-01846,MoA | Pytorch | Feature Engineering | 0.01846,kushal Agrawal,,2020-10-26T03:00:21.167Z,,False,,False,False,False,False,False,False,False,[],[],[],[],195,lish-moa
,,,,,0,gogo827jz/optimise-blending-weights-with-bonus-0,Optimise Blending Weights with Bonus :0,Yirun Zhang,,2020-11-08T17:01:21.687Z,,False,,False,False,False,False,False,False,False,[],[],[],[],189,lish-moa
,,,,,0,cdeotte/rapids-genetic-algorithm-knn-cv-0-01840,RAPIDS - Genetic Algorithm KNN - [CV 0.01840],Chris Deotte,,2020-11-18T22:48:59.567Z,,False,,False,False,False,False,False,False,False,[],[],[],[],181,lish-moa
,,,,,0,hiramcho/moa-tabnet-with-pca-rank-gauss,MoA 🧬: TabNet with PCA + Rank Gauss,Hiram Coria 🧬,,2020-10-25T18:16:04.23Z,,False,,False,False,False,False,False,False,False,[],[],[],[],180,lish-moa
,,,,,0,underwearfitting/make-final-submission-the-efficient-way,Make Final Submission: the efficient way,sin,,2020-11-27T02:47:51.753Z,,False,,False,False,False,False,False,False,False,[],[],[],[],172,lish-moa
,,,,,0,kokitanisaka/moa-ensemble,MoA Ensemble,Kouki,,2020-12-01T05:26:42.11Z,,False,,False,False,False,False,False,False,False,[],[],[],[],164,lish-moa
,,,,,0,vikazrajpurohit/3-model-training-and-inference,3 MODEL Training and Inference,VECTOR,,2020-11-19T12:51:44.473Z,,False,,False,False,False,False,False,False,False,[],[],[],[],160,lish-moa
